CHR,start,end,gene_id,genename,n_snp_input,n_snp_model,model_type,in_sample_r2,in_sample_cor_pvalue
chr22,39077004,39077005,ENSG00000239713.8,APOBEC3G,249,16,CellTypeSpecific,0.13830989860546897,1.9511677244736555e-5
chr22,39519694,39519695,ENSG00000128272.14,ATF4,172,3,NonSpecific,0.08874108153143714,7.407303602122956e-4
chr22,40857021,40857022,ENSG00000100380.13,ST13,151,34,NonSpecific,0.13077586789789206,3.418170456235365e-5
chr22,40857096,40857097,ENSG00000196236.12,XPNPEP3,151,6,NonSpecific,0.12718448223570145,4.460295395181482e-5
chr22,41091785,41091786,ENSG00000100393.12,EP300,215,11,NonSpecific,0.08319684121700821,0.0011060439935064756
chr22,41544605,41544606,ENSG00000100413.16,POLR3H,315,5,CellTypeSpecific,0.18336706018884544,6.306531066834073e-7
chr22,41560762,41560763,ENSG00000172346.14,CSDC2,319,0,NonSpecific,NA,NA
chr22,41621095,41621096,ENSG00000100418.7,DESI1,336,8,NonSpecific,0.1443511513472439,1.2415317159122323e-5
chr22,18906027,18906028,ENSG00000183628.12,DGCR6,277,2,NonSpecific,0.17255595267937202,1.456275510465502e-6
chr22,18936409,18936410,ENSG00000100033.16,PRODH,287,57,NonSpecific,0.5078111088843336,1.1642712586613641e-20
chr22,41800678,41800679,ENSG00000100147.13,CCDC134,407,7,NonSpecific,0.1525973918461558,6.672919963166515e-6
chr22,41947163,41947164,ENSG00000100162.14,CENPM,437,0,NonSpecific,NA,NA
chr22,41998724,41998725,ENSG00000183066.14,WBP2NL,439,14,NonSpecific,0.19201023351705046,3.2087139845712423e-7
chr22,42070841,42070842,ENSG00000198951.11,NAGA,448,26,NonSpecific,0.3756832424762757,3.023461768262893e-14
chr22,42079690,42079691,ENSG00000183172.8,SMDT1,450,41,CellTypeSpecific,0.3018905352178451,3.23428681123473e-11
chr22,42090929,42090930,ENSG00000184983.9,NDUFA6,450,8,NonSpecific,0.09019247574068785,6.668502674063146e-4
chr22,42130905,42130906,ENSG00000100197.20,CYP2D6,452,9,NonSpecific,0.2643923378802728,8.600758387212465e-10
chr22,42138105,42138106,ENSG00000281538.1,RP4-669P10.20,453,3,NonSpecific,0.058304678883887684,0.006671992222905515
chr22,42269752,42269753,ENSG00000182057.4,OGFRP1,487,0,NonSpecific,NA,NA
chr22,42278187,42278188,ENSG00000273366.1,CTA-989H11.1,487,0,NonSpecific,NA,NA
chr22,42369235,42369236,ENSG00000229891.1,LINC01315,501,13,NonSpecific,0.25559105160520695,1.816134534589353e-9
chr22,42519801,42519802,ENSG00000189306.10,RRP7A,508,29,NonSpecific,0.5133464267561907,5.776833656278736e-21
chr22,42553616,42553617,ENSG00000183569.17,SERHL2,506,1,CellTypeSpecific,0.06436702827441186,0.004305112380519816
chr22,42614961,42614962,ENSG00000100227.17,POLDIP3,502,10,NonSpecific,0.15859173021833106,4.237035523150312e-6
chr22,42649567,42649568,ENSG00000100243.20,CYB5R3,503,43,CellTypeSpecific,0.1924837863860437,3.091549390645591e-7
chr22,42721297,42721298,ENSG00000128274.15,A4GALT,502,35,CellTypeSpecific,0.11994653126260217,7.609356566147971e-5
chr22,42858105,42858106,ENSG00000242247.10,ARFGAP3,492,56,NonSpecific,0.2875155571896702,1.1594027649633888e-10
chr22,43151513,43151514,ENSG00000100300.17,TSPO,451,9,CellTypeSpecific,0.18495241519304567,5.573900585253827e-7
chr22,43187132,43187133,ENSG00000100304.12,TTLL12,448,2,CellTypeSpecific,0.044568856079476686,0.018112613786202506
chr22,43812304,43812305,ENSG00000186976.14,EFCAB6,413,7,NonSpecific,0.134232811405996,2.6439114118807332e-5
chr22,43955420,43955421,ENSG00000100347.14,SAMM50,397,28,CellTypeSpecific,0.09033854961814056,6.598336078421684e-4
chr22,44172955,44172956,ENSG00000138964.16,PARVG,415,1,NonSpecific,0.059343553039989,0.006188985778724978
chr22,44312850,44312851,ENSG00000138944.7,KIAA1644,392,0,NonSpecific,NA,NA
chr22,45009998,45009999,ENSG00000056487.15,PHF21B,428,9,NonSpecific,0.1773402511927132,1.0066699898449898e-6
chr22,45163780,45163781,ENSG00000226328.6,NUP50-AS1,417,27,CellTypeSpecific,0.22175878378008013,2.987040926443931e-8
chr22,45156010,45156011,ENSG00000273243.1,CTA-217C2.2,417,15,CellTypeSpecific,0.42091801041585697,2.8045453025707303e-16
chr22,45163840,45163841,ENSG00000093000.18,NUP50,417,21,CellTypeSpecific,0.1808425579573998,7.67385964834003e-7
chr22,45308967,45308968,ENSG00000100376.11,FAM118A,419,39,CellTypeSpecific,0.5378467678338872,2.3560123442096965e-22
chr22,45413618,45413619,ENSG00000077935.16,SMC1B,388,0,NonSpecific,NA,NA
chr22,45413690,45413691,ENSG00000128408.8,RIBC2,388,7,NonSpecific,0.11576941092178357,1.0344106179407166e-4
chr22,45689465,45689466,ENSG00000130638.16,ATXN10,354,40,CellTypeSpecific,0.352745851666171,2.8662658275757595e-13
chr22,46263354,46263355,ENSG00000130943.6,PKDREJ,251,22,CellTypeSpecific,0.35547801330927575,2.2015565674098025e-13
chr22,46267960,46267961,ENSG00000075234.16,TTC38,250,2,CellTypeSpecific,7.292604298573765e-5,0.9246968931482935
chr22,46762616,46762617,ENSG00000054611.13,TBC1D22A,136,4,CellTypeSpecific,0.11754739163084503,9.077811258185357e-5
chr22,49657541,49657542,ENSG00000188511.12,C22orf34,410,9,CellTypeSpecific,0.23945737752076474,7.001174595903369e-9
chr22,49837785,49837786,ENSG00000260613.1,RP3-522J7.6,434,0,NonSpecific,NA,NA
chr22,49918457,49918458,ENSG00000182858.13,ALG12,434,22,NonSpecific,0.22862155529602082,1.707914141341257e-8
chr22,49918166,49918167,ENSG00000184164.14,CRELD2,434,29,CellTypeSpecific,0.36989968651795946,5.3706494722737126e-14
chr22,49934073,49934074,ENSG00000278869.1,CITF22-49E9.3,434,7,NonSpecific,0.21000430210931495,7.70354440694247e-8
chr22,49960512,49960513,ENSG00000198355.4,PIM3,433,0,NonSpecific,NA,NA
chr22,50085901,50085902,ENSG00000100427.15,MLC1,433,1,NonSpecific,0.13280233786135165,2.940636561055024e-5
chr22,50089878,50089879,ENSG00000073146.15,MOV10L1,433,23,NonSpecific,0.3600440513052625,1.413134584466e-13
chr22,50200978,50200979,ENSG00000073169.13,SELENOO,427,1,NonSpecific,0.05902557689939427,0.0063329644927429835
chr22,50249858,50249859,ENSG00000100429.17,HDAC10,427,11,CellTypeSpecific,0.23249104779289095,1.2437337384016186e-8
chr22,50261824,50261825,ENSG00000188130.13,MAPK12,425,16,NonSpecific,0.2879410413308902,1.1167977740264721e-10
chr22,50507690,50507691,ENSG00000100258.17,LMF2,373,14,CellTypeSpecific,0.24826307936004066,3.3631242153854067e-9
chr22,50525605,50525606,ENSG00000130489.14,SCO2,367,38,NonSpecific,0.3125797951187615,1.2315713642964288e-11
chr22,50530055,50530056,ENSG00000025708.13,TYMP,367,1,NonSpecific,0.06130283909410176,0.005371638109108354
chr22,50532579,50532580,ENSG00000177989.13,ODF3B,365,10,CellTypeSpecific,0.0689689768797198,0.003088451364596435
chr22,50562904,50562905,ENSG00000217442.3,SYCE3,362,5,NonSpecific,0.31855269743299364,7.13601858693464e-12
chr22,50578454,50578455,ENSG00000205560.12,CPT1B,361,23,NonSpecific,0.16357242029384256,2.8995751142502956e-6
chr22,50601454,50601455,ENSG00000100288.19,CHKB,356,7,NonSpecific,0.15642331071505297,4.9950724079773754e-6
chr22,50600684,50600685,ENSG00000008735.13,MAPK8IP2,356,13,NonSpecific,0.19821516074779835,1.967945361784141e-7
chr22,50628172,50628173,ENSG00000100299.17,ARSA,352,13,CellTypeSpecific,0.32395861634150125,4.3375267082272936e-12
chr22,50674414,50674415,ENSG00000251322.7,SHANK3,342,44,CellTypeSpecific,0.31509814749565573,9.789738611628541e-12
chr22,50783662,50783663,ENSG00000079974.17,RABL2B,308,11,NonSpecific,0.14401974435437254,1.2727825442094678e-5
chr22,19017833,19017834,ENSG00000273032.1,DGCR9,309,14,CellTypeSpecific,0.13892390993308823,1.8637370401504147e-5
chr22,19122453,19122454,ENSG00000070413.19,DGCR2,321,15,CellTypeSpecific,0.15825960425712324,4.34529756359221e-6
chr22,19144683,19144684,ENSG00000100056.11,DGCR14,320,2,NonSpecific,0.11265593817801645,1.29969985825792e-4
chr22,19291715,19291716,ENSG00000070371.15,CLTCL1,341,24,NonSpecific,0.05806763370152267,0.006787415504418797
chr22,19714463,19714464,ENSG00000184702.17,SEPT5,448,7,CellTypeSpecific,0.2683162305436357,6.146929706325218e-10
chr22,19854938,19854939,ENSG00000185838.13,GNB1L,495,19,NonSpecific,0.39310739175995113,5.188211493095131e-15
chr22,19941991,19941992,ENSG00000184470.20,TXNRD2,517,4,NonSpecific,0.10420128287714651,2.4106069163464658e-4
chr22,19941606,19941607,ENSG00000093010.13,COMT,517,18,NonSpecific,0.3471777177638816,4.891158871304134e-13
chr22,20117391,20117392,ENSG00000099899.14,TRMT2A,542,6,CellTypeSpecific,0.009942180255832546,0.268571945060065
chr22,20115937,20115938,ENSG00000099901.16,RANBP1,542,62,NonSpecific,0.3143282941247222,1.050225213513171e-11
chr22,20320079,20320080,ENSG00000128185.9,DGCR6L,485,23,NonSpecific,0.37582499190472257,2.9809927854947837e-14
chr22,20394114,20394115,ENSG00000185252.18,ZNF74,484,23,CellTypeSpecific,0.026682293321750254,0.06873235340957733
chr22,20495912,20495913,ENSG00000099917.17,MED15,475,14,CellTypeSpecific,0.26023398857290536,1.2256013225466572e-9
chr22,20859416,20859417,ENSG00000241973.10,PI4KA,419,23,NonSpecific,0.3672525717001947,6.974216759268907e-14
chr22,20773878,20773879,ENSG00000099937.10,SERPIND1,433,44,NonSpecific,0.4036422190449884,1.744970691125863e-15
chr22,20858982,20858983,ENSG00000099940.11,SNAP29,419,40,NonSpecific,0.19196326505529182,3.220570827845602e-7
chr22,20957091,20957092,ENSG00000237476.1,LINC01637,400,4,NonSpecific,0.17477966340323137,1.2268890588632532e-6
chr22,20979461,20979462,ENSG00000099949.18,LZTR1,393,6,NonSpecific,0.057345658715823075,0.007151498797988758
chr22,21001884,21001885,ENSG00000184436.11,THAP7,398,25,CellTypeSpecific,0.2129488971910515,6.083136818704769e-8
chr22,21015026,21015027,ENSG00000099957.16,P2RX6,391,26,CellTypeSpecific,0.3430603806688901,7.241278054681364e-13
chr22,21032839,21032840,ENSG00000099960.12,SLC7A4,390,9,NonSpecific,0.251708315521942,2.5190236951952046e-9
chr22,21632715,21632716,ENSG00000161180.10,CCDC116,372,16,CellTypeSpecific,0.299737583280777,3.9219329239844245e-11
chr22,21666008,21666009,ENSG00000100023.18,PPIL2,354,14,NonSpecific,0.1542758797441148,5.877469862862718e-6
chr22,21982815,21982816,ENSG00000100038.19,TOP3B,317,1,NonSpecific,0.0712564633846184,0.0026185896960571743
chr22,22264600,22264601,ENSG00000279278.1,CH17-264L24.1,301,60,CellTypeSpecific,0.3600509409437524,1.4121863081751366e-13
chr22,22287219,22287220,ENSG00000274422.1,LL22NC03-2H8.5,303,25,NonSpecific,0.3151381861127565,9.754013868764977e-12
chr22,22293732,22293733,ENSG00000234630.1,LL22NC03-2H8.4,306,12,NonSpecific,0.16036992917460988,3.7011694801492867e-6
chr22,23145020,23145021,ENSG00000100218.11,RSPH14,535,40,CellTypeSpecific,0.40574598025556735,1.4005986596374107e-15
chr22,23145325,23145326,ENSG00000100228.12,RAB36,535,0,NonSpecific,NA,NA
chr22,23179703,23179704,ENSG00000186716.20,BCR,531,4,CellTypeSpecific,0.08149943738736434,0.0012503300948267777
chr22,23433563,23433564,ENSG00000234928.1,LINC01659,516,35,NonSpecific,0.2869777922505566,1.215547408247006e-10
chr22,23486979,23486980,ENSG00000178248.11,LINC01658,522,21,NonSpecific,0.3015155316017881,3.34486627493591e-11
chr22,23583858,23583859,ENSG00000272733.1,KB-208E9.1,499,42,NonSpecific,0.466497814127186,1.72452147155205e-18
chr22,23632320,23632321,ENSG00000189269.12,DRICH1,495,24,NonSpecific,0.5087671461885374,1.0321133368954101e-20
chr22,23754467,23754468,ENSG00000128218.7,VPREB3,493,3,NonSpecific,0.17499010958290434,1.2071248599984775e-6
chr22,23786962,23786963,ENSG00000099956.18,SMARCB1,482,37,NonSpecific,0.24702111355660367,3.7312919419876466e-9
chr22,23857039,23857040,ENSG00000133460.19,SLC2A11,497,18,CellTypeSpecific,0.19477280353001772,2.582110159608185e-7
chr2,676703,676704,ENSG00000151353.14,TMEM18,105,6,CellTypeSpecific,0.11644539121731962,9.843268456753297e-5
chr2,950867,950868,ENSG00000172554.11,SNTG2,126,3,NonSpecific,0.17306803294946196,1.3999618206130862e-6
chr2,1374222,1374223,ENSG00000115705.20,TPO,113,28,CellTypeSpecific,0.30783083534491457,1.894558680247314e-11
chr2,1744851,1744852,ENSG00000130508.10,PXDN,104,10,NonSpecific,0.12079696756436675,7.147477600530286e-5
chr2,3377881,3377882,ENSG00000032389.12,TSSC1,139,5,NonSpecific,0.11416219315737876,1.163859620006463e-4
chr2,3379674,3379675,ENSG00000171853.15,TRAPPC12,139,11,NonSpecific,0.11791859237284735,8.833493430665109e-5
chr2,3496955,3496956,ENSG00000271868.1,RP11-1293J14.1,140,7,NonSpecific,0.11734732069544813,9.212259038387942e-5
chr2,3517746,3517747,ENSG00000182551.13,ADI1,138,8,CellTypeSpecific,0.07082875245107602,0.002700650119178241
chr2,3536872,3536873,ENSG00000242282.6,AC108488.4,135,9,NonSpecific,0.1693952449166783,1.8568172620234612e-6
chr2,55112620,55112621,ENSG00000115310.17,RTN4,195,1,NonSpecific,0.020864756647953526,0.10801581359121121
chr2,55232353,55232354,ENSG00000162994.15,CLHC1,202,20,NonSpecific,0.27938653520621803,2.361298939975027e-10
chr2,55269346,55269347,ENSG00000085760.14,MTIF2,200,15,CellTypeSpecific,0.18847022656485732,4.2348868762771864e-7
chr2,55618879,55618880,ENSG00000275052.4,PPP4R3B,163,36,CellTypeSpecific,0.2069462091093019,9.836796301229235e-8
chr2,55693909,55693910,ENSG00000138035.14,PNPT1,155,28,NonSpecific,0.1928174913867586,3.0115308789575634e-7
chr2,55952157,55952158,ENSG00000272180.1,RP11-481J13.1,141,2,NonSpecific,0.03096925744812618,0.04963360689244583
chr2,57907650,57907651,ENSG00000028116.16,VRK2,8,2,NonSpecific,0.07184396402899118,0.0025099221325502203
chr2,61018160,61018161,ENSG00000162927.13,PUS10,137,15,NonSpecific,0.11154767929575055,1.4095759003149256e-4
chr2,61145067,61145068,ENSG00000237651.6,C2orf74,142,21,CellTypeSpecific,0.5687308404332616,3.2589798204491994e-24
chr2,61162104,61162105,ENSG00000271889.1,RP11-493E12.1,142,1,NonSpecific,0.0965582167473835,4.203201965934697e-4
chr2,61177417,61177418,ENSG00000173209.22,AHSA2,142,25,NonSpecific,0.10013845686370702,3.240353674883492e-4
chr2,62506340,62506341,ENSG00000186889.9,TMEM17,111,9,NonSpecific,0.21154887250502577,6.806652862115776e-8
chr2,63827842,63827843,ENSG00000143951.15,WDPCP,88,11,NonSpecific,0.29099872682292743,8.528192977718115e-11
chr2,63588799,63588800,ENSG00000014641.17,MDH1,84,28,NonSpecific,0.012848495076863316,0.20816254576171797
chr2,64751004,64751005,ENSG00000179833.4,SERTAD2,90,9,NonSpecific,0.19023338061772535,3.688716228151872e-7
chr2,65056365,65056366,ENSG00000011523.13,CEP68,89,13,CellTypeSpecific,0.07864089791221611,0.001536956179938636
chr2,65623271,65623272,ENSG00000281920.1,RP11-418H16.1,74,11,NonSpecific,0.24365131158393413,4.942331876047512e-9
chr2,67215318,67215319,ENSG00000236780.5,LINC01829,75,10,NonSpecific,0.16843648908236736,1.998549601194868e-6
chr2,68110947,68110948,ENSG00000197223.11,C1D,158,4,NonSpecific,0.05967608503935809,0.0060419365150513205
chr2,68157559,68157560,ENSG00000243667.6,WDR92,159,6,CellTypeSpecific,0.0023084375363684427,0.5946680181190426
chr2,68320050,68320051,ENSG00000119865.8,CNRIP1,161,47,NonSpecific,0.04416042861089817,0.01866249948298278
chr2,68467560,68467561,ENSG00000169621.9,APLF,159,9,NonSpecific,0.12685925158387232,4.56892443010553e-5
chr2,68643588,68643589,ENSG00000169618.6,PROKR1,153,17,NonSpecific,0.15412700423441283,5.944060178464936e-6
chr2,68679600,68679601,ENSG00000163219.11,ARHGAP25,153,9,NonSpecific,0.04282634610343561,0.020580107783498412
chr2,69387253,69387254,ENSG00000198380.12,GFPT1,107,16,NonSpecific,0.10762150031255863,1.8782678780135777e-4
chr2,69893559,69893560,ENSG00000124380.10,SNRNP27,119,31,CellTypeSpecific,0.11094974399147511,1.4726317198957893e-4
chr2,69962261,69962262,ENSG00000244617.2,ASPRV1,133,9,CellTypeSpecific,0.1693422102871915,1.864391238328651e-6
chr2,70768224,70768225,ENSG00000075340.22,ADD2,173,25,NonSpecific,0.36211441669407834,1.1546266344884583e-13
chr2,70790642,70790643,ENSG00000183733.6,FIGLA,174,14,NonSpecific,0.2655191425526109,7.811228620270312e-10
chr2,70820599,70820600,ENSG00000152672.7,CLEC4F,174,18,CellTypeSpecific,0.2848141699998134,1.469791206658104e-10
chr2,70835821,70835822,ENSG00000116031.8,CD207,172,12,NonSpecific,0.30677687047261853,2.0838001985167365e-11
chr2,70900589,70900590,ENSG00000116035.2,VAX2,170,0,NonSpecific,NA,NA
chr2,70994944,70994945,ENSG00000144043.11,TEX261,169,7,NonSpecific,0.1311492295002502,3.324763697363313e-5
chr2,71453721,71453722,ENSG00000135636.13,DYSF,142,14,CellTypeSpecific,0.06821989136757949,0.0032599731899013596
chr2,72826040,72826041,ENSG00000144036.15,EXOC6B,100,19,NonSpecific,0.10792325251667809,1.837326452018599e-4
chr2,73214221,73214222,ENSG00000135632.11,SMYD5,155,21,CellTypeSpecific,0.17768922515996924,9.798523861784773e-7
chr2,73284430,73284431,ENSG00000163013.11,FBXO41,168,2,CellTypeSpecific,0.14481447471763123,1.1991094135770933e-5
chr2,73385757,73385758,ENSG00000116127.17,ALMS1,179,5,CellTypeSpecific,0.10566747917679474,2.166187569559052e-4
chr2,73642392,73642393,ENSG00000144035.3,NAT8,241,15,NonSpecific,0.09899404673058051,3.5215180254983717e-4
chr2,73780156,73780157,ENSG00000144048.10,DUSP11,257,9,NonSpecific,0.15157663254691991,7.207747738404417e-6
chr2,74130582,74130583,ENSG00000217702.2,RP11-287D1.4,316,7,NonSpecific,0.48878666527405074,1.2218469198412167e-19
chr2,74343413,74343414,ENSG00000188687.17,SLC4A5,342,2,CellTypeSpecific,0.0037292961428991105,0.4987021894850332
chr2,74391987,74391988,ENSG00000204843.12,DCTN1,341,48,CellTypeSpecific,0.3013759617948525,3.3869658846015823e-11
chr2,74421590,74421591,ENSG00000284308.1,C2orf81,346,9,NonSpecific,0.1582049709526373,4.3633660627441535e-6
chr2,74421677,74421678,ENSG00000005448.16,WDR54,346,10,NonSpecific,0.2316601483306164,1.3315473126945642e-8
chr2,74455022,74455023,ENSG00000115274.14,INO80B,346,5,CellTypeSpecific,0.0262515370950855,0.07103964416451865
chr2,74458328,74458329,ENSG00000239779.6,WBP1,346,18,CellTypeSpecific,0.2394122803617849,7.027373909807399e-9
chr2,74465409,74465410,ENSG00000115275.11,MOGS,345,10,CellTypeSpecific,0.2544621431971862,1.997694257022051e-9
chr2,74483320,74483321,ENSG00000135637.13,CCDC142,346,1,NonSpecific,0.08005614810990799,0.0013876785098316804
chr2,74918147,74918148,ENSG00000204792.2,LINC01291,374,8,NonSpecific,0.8324394777689964,1.5198185286726916e-49
chr2,74924845,74924846,ENSG00000236209.1,AC104135.2,373,13,NonSpecific,0.7273080942691987,1.6511844266573207e-36
chr2,74940257,74940258,ENSG00000230836.1,LINC01293,371,7,NonSpecific,0.43389815624020994,6.854955138920534e-17
chr2,74958491,74958492,ENSG00000115350.11,POLE4,369,5,NonSpecific,0.1317316248926095,3.1840803630732876e-5
chr2,75199699,75199700,ENSG00000115353.10,TACR1,346,3,NonSpecific,0.10768287401069741,1.8698680956976492e-4
chr2,75646782,75646783,ENSG00000115364.13,MRPL19,256,17,CellTypeSpecific,0.10550978983519771,2.1912476941274067e-4
chr2,75710988,75710989,ENSG00000005436.13,GCFC2,249,14,NonSpecific,0.18933404196904915,3.9580052910539493e-7
chr2,75719119,75719120,ENSG00000270996.1,RP11-342K6.4,248,0,NonSpecific,NA,NA
chr2,79025685,79025686,ENSG00000143954.12,REG3G,6,1,NonSpecific,0.03846306909764222,0.0283799598815094
chr2,84516454,84516455,ENSG00000115423.18,DNAH6,156,4,CellTypeSpecific,0.10023814393840225,3.216944551077268e-4
chr2,84907007,84907008,ENSG00000186854.10,TRABD2A,258,22,NonSpecific,0.20260114250132064,1.3902213905967846e-7
chr2,85133409,85133410,ENSG00000152284.4,TCF7L1,306,8,NonSpecific,0.18423876389481245,5.892671743535349e-7
chr2,85328424,85328425,ENSG00000152291.13,TGOLN2,370,4,CellTypeSpecific,0.07020667590950917,0.0028246150741415865
chr2,85418431,85418432,ENSG00000042493.15,CAPG,373,0,NonSpecific,NA,NA
chr2,85561546,85561547,ENSG00000115486.11,GGCX,340,6,NonSpecific,0.09926305951742294,3.4533216967205874e-4
chr2,85602855,85602856,ENSG00000168883.19,USP39,346,4,NonSpecific,0.13391130513264685,2.7079079322837147e-5
chr2,85668740,85668741,ENSG00000168878.16,SFTPB,353,0,NonSpecific,NA,NA
chr2,85694290,85694291,ENSG00000115523.16,GNLY,348,0,NonSpecific,NA,NA
chr2,85751343,85751344,ENSG00000168874.12,ATOH8,348,13,CellTypeSpecific,0.02340085513048947,0.0885397007800396
chr2,86106154,86106155,ENSG00000068654.15,POLR1A,348,14,CellTypeSpecific,0.0929929299404919,5.443915178916024e-4
chr2,86195588,86195589,ENSG00000132305.20,IMMT,327,4,NonSpecific,0.13692608751390486,2.1633635835626593e-5
chr2,86199354,86199355,ENSG00000132313.14,MRPL35,328,12,NonSpecific,0.055937169535976335,0.007919403661392427
chr2,86338082,86338083,ENSG00000068615.17,REEP1,313,0,NonSpecific,NA,NA
chr2,86563478,86563479,ENSG00000115561.15,CHMP3,278,12,NonSpecific,0.06777703843027791,0.003365828960895176
chr2,87021851,87021852,ENSG00000183281.14,PLGLB1,204,4,NonSpecific,0.28790774638289446,1.1200753194958719e-10
chr2,87455367,87455368,ENSG00000222041.10,CYTOR,150,0,NonSpecific,NA,NA
chr2,88055728,88055729,ENSG00000172086.7,KRCC1,185,0,NonSpecific,NA,NA
chr2,88067779,88067780,ENSG00000115593.14,SMYD1,185,0,NonSpecific,NA,NA
chr2,88170294,88170295,ENSG00000144115.16,THNSL2,183,44,NonSpecific,0.49242593279204006,7.845804719581018e-20
chr2,88691643,88691644,ENSG00000153574.8,RPIA,173,29,CellTypeSpecific,0.19961677099301353,1.7614028153960885e-7
chr2,89585651,89585652,ENSG00000283196.1,RP4-614C10.2,66,1,NonSpecific,0.11912002276113492,8.086535487754267e-5
chr2,91580335,91580336,ENSG00000261600.1,RP11-575H3.1,3,0,NonSpecific,NA,NA
chr2,95165412,95165413,ENSG00000144026.11,ZNF514,103,33,CellTypeSpecific,0.3707013571141044,4.961036185543461e-14
chr2,96116244,96116245,ENSG00000274286.1,ADRA2B,200,20,CellTypeSpecific,0.21757491866062784,4.190984332211571e-8
chr2,96265993,96265994,ENSG00000135956.8,TMEM127,187,3,CellTypeSpecific,0.08992459492486589,6.79911371233461e-4
chr2,96266131,96266132,ENSG00000144021.2,CIAO1,187,10,CellTypeSpecific,0.08947564806028972,7.023738955767947e-4
chr2,96325330,96325331,ENSG00000198885.9,ITPRIPL1,181,0,NonSpecific,NA,NA
chr2,96740063,96740064,ENSG00000114988.11,LMAN2L,200,20,NonSpecific,0.10428091902145488,2.3966549732194192e-4
chr2,96844033,96844034,ENSG00000163126.14,ANKRD23,200,15,CellTypeSpecific,0.11240592911482972,1.3237200072552122e-4
chr2,97094881,97094882,ENSG00000144199.11,FAHD2B,193,18,NonSpecific,0.1069647564799112,1.9705287946501494e-4
chr2,97113495,97113496,ENSG00000135976.17,ANKRD36,192,18,CellTypeSpecific,0.12691515565705108,4.5500674938457826e-5
chr2,97433526,97433527,ENSG00000230606.10,AC159540.1,181,30,NonSpecific,0.4122240503745191,7.083407185057286e-16
chr2,97589964,97589965,ENSG00000196912.12,ANKRD36B,172,15,NonSpecific,0.24203319869437312,5.654226281936814e-9
chr2,97664106,97664107,ENSG00000115073.7,ACTR1B,172,11,CellTypeSpecific,0.12742832411020308,4.3805313692314744e-5
chr2,97713559,97713560,ENSG00000115085.13,ZAP70,167,16,NonSpecific,0.10211769729962819,2.8057148170205007e-4
chr2,98772919,98772920,ENSG00000226791.6,AC109826.1,237,1,NonSpecific,0.05834929650621597,0.00665048871736983
chr2,99154953,99154954,ENSG00000135951.14,TSGA10,244,59,NonSpecific,0.14791864947902894,9.496054505826573e-6
chr2,99154964,99154965,ENSG00000144182.16,LIPT1,244,24,CellTypeSpecific,0.23929720166358173,7.094667896763953e-9
chr2,99181057,99181058,ENSG00000158411.11,MITD1,240,4,NonSpecific,0.11298441533381229,1.2687963964287696e-4
chr2,99181078,99181079,ENSG00000185414.19,MRPL30,240,14,NonSpecific,0.11950727724431158,7.859375336718676e-5
chr2,99304741,99304742,ENSG00000144214.9,LYG1,248,9,CellTypeSpecific,0.2668777988951996,6.953743090903903e-10
chr2,100322732,100322733,ENSG00000170500.12,LONRF2,196,11,NonSpecific,0.2026380476113836,1.3861523486237515e-7
chr2,101151659,101151660,ENSG00000272902.2,TBC1D8-AS1,148,9,NonSpecific,0.12319234694453186,5.9905385145387794e-5
chr2,101252866,101252867,ENSG00000158435.7,CNOT11,145,12,NonSpecific,0.11971090452511363,7.742476960253904e-5
chr2,101308700,101308701,ENSG00000163162.8,RNF149,138,23,CellTypeSpecific,0.2517070397870177,2.519293845296199e-9
chr2,101474702,101474703,ENSG00000196460.12,RFX8,138,15,CellTypeSpecific,0.1865669850572662,4.91416653742326e-7
chr2,102418688,102418689,ENSG00000115607.9,IL18RAP,42,8,CellTypeSpecific,0.19261670769713546,3.059428135716708e-7
chr2,105037982,105037983,ENSG00000135972.8,MRPS9,141,52,CellTypeSpecific,0.14178972677828544,1.5042627074748399e-5
chr2,105337357,105337358,ENSG00000272994.1,RP11-332H14.2,169,6,CellTypeSpecific,0.022830508852452875,0.09256428718643198
chr2,106063245,106063246,ENSG00000119147.9,C2orf40,184,27,CellTypeSpecific,0.1392430856471613,1.819830988890734e-5
chr2,106194338,106194339,ENSG00000115652.14,UXS1,158,13,CellTypeSpecific,0.30239966622639075,3.089899769503068e-11
chr2,108288638,108288639,ENSG00000198203.9,SULT1C2,82,6,NonSpecific,0.5901846251068673,1.3880578904306548e-25
chr2,108448560,108448561,ENSG00000135968.20,GCC2,93,40,CellTypeSpecific,0.32394175142150566,4.344294335320357e-12
chr2,109129347,109129348,ENSG00000172985.10,SH3RF3,118,34,CellTypeSpecific,0.3426642251893937,7.518943124472181e-13
chr2,109614205,109614206,ENSG00000186522.14,SEPT10,79,4,NonSpecific,0.07165582474569224,0.0025442214173609624
chr2,109614333,109614334,ENSG00000198142.4,SOWAHC,79,20,NonSpecific,0.17180793660304644,1.5425765247684501e-6
chr2,109988394,109988395,ENSG00000204588.5,LINC01123,81,5,NonSpecific,0.10078756000662759,3.090908708010677e-4
chr2,111212475,111212476,ENSG00000271590.1,RP11-181E10.3,155,4,NonSpecific,0.10953739423978753,1.6328964121608067e-4
chr2,6770310,6770311,ENSG00000205837.7,LINC00487,113,14,CellTypeSpecific,0.39811071866172715,3.0993391730560926e-15
chr2,6906300,6906301,ENSG00000271947.1,RP11-439M11.1,112,6,CellTypeSpecific,0.05601954892981078,0.007872284551176974
